species,region,Site,maximum age,minimum age,family,Notes on earliest occurrences
Gomphotherium angustidens,Western Europe,Göttschlag 1b_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Grund_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Guntersdorf bei Grund_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Heggbach_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,Henares 2_siteSet_1,"16,4","14,2",Gomphotheriidae,
Archaeobelodon filholi,Western Europe,Hommes MN5_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Hommes MN5_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Hüllistein_siteSet_1,"16,4","14,2",Gomphotheriidae,
Zygolophodon turicensis,Central Asia,Kalkaman lake_siteSet_1,"16,4","14,2",Mammutidae,
Gomphotherium angustidens,Western Europe,La Condoue_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,La Hidroelectrica Madrid_siteSet_1,"16,4","14,2",Gomphotheriidae,
Zygolophodon turicensis,Southern Europe,La Hidroelectrica Madrid_siteSet_1,"16,4","14,2",Mammutidae,
Gomphotherium angustidens,Southern Europe,La Retama_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Lasse MN5_siteSet_1,"16,4","14,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Lasse MN5_siteSet_1,"16,4","14,2",Mammutidae,
Gomphotherium angustidens,Southern Europe,Los Nogales_siteSet_1,"16,4","14,2",Gomphotheriidae,
Prodeinotherium bavaricum,Western Asia,Altinköy_siteSet_1,"16,4","12,5",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Beaugency-Tavers_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Eastern Europe,Belometchetskaja_siteSet_2,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Béraut_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Breil MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Chalonne-sous-le-Lude MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Channay-sur-Lathan MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Chavaignes MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Gomphotherium angustidens,Southern Europe,Montejo de la Vega_siteSet_1,"16,4","14,2",Gomphotheriidae,
Prodeinotherium bavaricum,Western Europe,Cléré-les-Pins MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Courcelles-de-Touraine MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Crastes_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Derching_siteSet_1,"16,4","12,5",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Eibiswald_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Enghausen_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Esvres - Marine Faluns_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Eastern Europe,Franzensbad_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Genneteil MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Archaeobelodon filholi,Western Europe,Noyant-sous-le-Lude MN5_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Noyant-sous-le-Lude MN5_siteSet_1,"16,4","14,2",Gomphotheriidae,
Prodeinotherium bavaricum,Western Europe,Georgensgmünd_siteSet_1,"16,4","14,2",Deinotheriidae,
Zygolophodon turicensis,Western Europe,Noyant-sous-le-Lude MN5_siteSet_1,"16,4","14,2",Mammutidae,
Prodeinotherium bavaricum,Western Europe,Göttschlag 1b_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Grund_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Hommes MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,La Condoue_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium pentapotamiae,Southern Asia,Manchar 1_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium pentapotamiae,Southern Asia,Manchar 2_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Meigné-le-Vicomte MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Méon MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Noyant-sous-le-Lude MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Oggenhausen 1_siteSet_1,"16,4","14,2",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Oggenhausen 1_siteSet_1,"16,4","14,2",Gomphotheriidae,
Prodeinotherium bavaricum,Western Europe,Pfaffenzell_siteSet_1,"16,4","12,5",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Pont-Boutard MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Pontigné MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Pontlevoy_siteSet_1,"16,4","14,2",Deinotheriidae,
Gomphotherium angustidens,Southern Europe,PAR-Penuelas (Madrid)_siteSet_1,"16,4","14,2",Gomphotheriidae,
Prodeinotherium bavaricum,Western Europe,Poudenas-Peyrecrechen_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Savigné-sur-Lathan MN5_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Seegraben (Leoben)_siteSet_1,"16,4","14,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Unterzolling_siteSet_1,"16,4","12,5",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Pont-Boutard MN5_siteSet_1,"16,4","14,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Pont-Boutard MN5_siteSet_1,"16,4","14,2",Mammutidae,
Gomphotherium angustidens,Western Europe,Pontigné MN5_siteSet_1,"16,4","14,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Pontigné MN5_siteSet_1,"16,4","14,2",Mammutidae,
Gomphotherium angustidens,Western Europe,Pontlevoy_siteSet_1,"16,4","14,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Pontlevoy_siteSet_1,"16,4","14,2",Mammutidae,
Gomphotherium angustidens,Western Europe,Poudenas-Peyrecrechen_siteSet_1,"16,4","14,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Poudenas-Peyrecrechen_siteSet_1,"16,4","14,2",Mammutidae,
Gomphotherium angustidens,Southern Europe,Puente de Toledo_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,Puente de Vallecas_siteSet_2,"16,4","14,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Réaup_siteSet_1,"16,4","14,2",Mammutidae,
Gomphotherium angustidens,Western Europe,Rimbez - Lapeyrie base_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Rothenstein 1_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,San Isidro_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Savigné-sur-Lathan MN5_siteSet_1,"16,4","14,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Savigné-sur-Lathan MN5_siteSet_1,"16,4","14,2",Mammutidae,
Gomphotherium angustidens,Southern Europe,Somosaguas Norte_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,Tarazona_siteSet_1,"16,4","14,2",Gomphotheriidae,
Choerolophodon chioticus,Southern Europe,Thymiana B_siteSet_1,"16,4","14,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Vermes 2_siteSet_1,"16,4","14,2",Mammutidae,
Gomphotherium subtapiroideum,Western Europe,Vordersdorf b.Eibiswald_siteSet_1,"16,4","14,2",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,Yuncos_siteSet_1,"16,4","14,2",Gomphotheriidae,
Prodeinotherium hobleyi,Southern Africa,Arrisdrift_siteSet_1,"16,4","14,2",Deinotheriidae,
Gomphotherium angustidens,Eastern Europe,Archeman-Ali_siteSet_1,"16,4","14,8",Gomphotheriidae,
Platybelodon grangeri,Central Asia,Bel'karasu_siteSet_1,"16,4","14,8",Gomphotheriidae,
Miomastodon proavus,Northern America,Northern Great Basin NB18A_siteSet_1,16,"14,8",Mammutidae,
Stegolophodon nasaiensis,South-Eastern Asia,Ban Na Sai_siteSet_1,"15,97","11,63",Stegodontidae,
Protanancus macinnesi,Eastern Africa,Kaloma_siteSet_1,"15,97","13,82",Gomphotheriidae,
Afrochoerodon kisumuensis,Eastern Africa,Kipsaramon 2_siteSet_1,"15,97","13,82",Gomphotheriidae,
Afrochoerodon kisumuensis,Eastern Africa,Majiwa_siteSet_1,"15,97","13,82",Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Majiwa_siteSet_1,"15,97","13,82",Gomphotheriidae,
Choerolophodon ngorora,Eastern Africa,Mbagathi_siteSet_1,"15,97","13,82",Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Ombo_siteSet_1,"15,97","13,82",Gomphotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Kaloma_siteSet_1,"15,97","13,82",Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Kipsaramon 2_siteSet_1,"15,97","13,82",Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Majiwa_siteSet_1,"15,97","13,82",Deinotheriidae,
Archaeobelodon filholi,Eastern Africa,Samburu Hills (Nachola)_siteSet_1,"15,97","13,82",Gomphotheriidae,
Afrochoerodon kisumuensis,Eastern Africa,Tugen Hills (BPRP 89)_siteSet_1,"15,97","13,82",Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Tugen Hills (BPRP 89)_siteSet_1,"15,97","13,82",Gomphotheriidae,
Afrochoerodon kisumuensis,Eastern Africa,Tugen Hills 1_siteSet_1,"15,97","13,82",Gomphotheriidae,
Gomphotherium mongoliense,Eastern Asia,Loh2_siteSet_1,"15,97","13,82",Gomphotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Ombo_siteSet_1,"15,97","13,82",Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Samburu Hills (Nachola)_siteSet_1,"15,97","13,82",Deinotheriidae,
Gomphotherium productum,Northern America,Annie's Geese Crossing Quarry_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Bradley_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Chama-El Rito_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Chesapeake Bay (Choptank)_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Cold Spring_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Forked Hills of Hayden_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,"Governor Run, north of, Zone 13_siteSet_1","15,97","13,82",Gomphotheriidae,
Gomphotherium productum,Northern America,Hazard Homestead Quarry_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Hottell Ranch Horse Quarry_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Joseph Jamber Quarry_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Myers Farm_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Norden Bridge Quarry_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Quantock_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Santa Cruz_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Stephen Prairie_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Tetrabelodon osborni Quarry_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Tetrabelodon willistoni Quarry_siteSet_1,"15,97","13,6",Gomphotheriidae,
Gomphotherium productum,Northern America,Valentine Railway Quarries_siteSet_1,"15,97","13,6",Gomphotheriidae,
Deinotherium indicum,Southern Asia,Pasuda_siteSet_1,"15,9","11,6",Deinotheriidae,
Protanancus macinnesi,Eastern Africa,Kipsaramon 2_siteSet_2,"15,5","15,5",Gomphotheriidae,
Afrochoerodon kisumuensis,Eastern Africa,Kipsaramon 1_siteSet_1,"15,5","15,5",Gomphotheriidae,
Afrochoerodon kisumuensis,Eastern Africa,Maboko_siteSet_1,"15,2","14,7",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Gisseltshausen 1b_siteSet_1,"15,2","12,5",Gomphotheriidae,
Gomphotherium connexum,Eastern Asia,Huangzhong-diaogou_siteSet_1,"15,2","11,2",Gomphotheriidae,
Gomphotherium wimani,Eastern Asia,Huangzhong-diaogou_siteSet_1,"15,2","11,2",Gomphotheriidae,
Gomphotherium connexum,Eastern Asia,Junggar-Botamoyin_siteSet_1,"15,2","12,5",Gomphotheriidae,
Miomastodon gobiensis,Eastern Asia,Tongxin-gujiazhuang_siteSet_1,"15,2","12,5",Mammutidae,
Platybelodon tongxinensis,Eastern Asia,Tongxin-gujiazhuang_siteSet_1,"15,2","12,5",Gomphotheriidae,
Platybelodon tongxinensis,Eastern Asia,Tongxin-maerzuizigou_siteSet_1,"15,2","12,5",Gomphotheriidae,
Platybelodon tongxinensis,Eastern Asia,Tongxin-shataigou_siteSet_1,"15,2","12,5",Gomphotheriidae,
Platybelodon grangeri,Eastern Asia,Zhongning-hejiagou_siteSet_1,"15,2","11,2",Gomphotheriidae,
Platybelodon tongxinensis,Eastern Asia,Tongxin-dingjiaergou_siteSet_1,15,"13,5",Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Nyakach 11 (Kaimogool South)_siteSet_1,15,15,Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Nyakach 12 (Kaplelatet)_siteSet_1,15,15,Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Nyakach 14 (Koimoroon 1)_siteSet_1,15,15,Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Nyakach 16 (Koimoroon 3)_siteSet_1,15,15,Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Nyakach 19 (Pundo)_siteSet_1,15,15,Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Nyakach 20 (Ramogi)_siteSet_1,15,15,Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Nyakach 6 (Ewaret)_siteSet_1,15,15,Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Nyakach 8 (Kadianga West)_siteSet_1,15,15,Gomphotheriidae,
Protanancus macinnesi,Eastern Africa,Nyakach 9 (Kaimogool East)_siteSet_1,15,15,Gomphotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Nyakach 1 (Aiyoo East)_siteSet_1,15,15,Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Nyakach 10 (Kaimogool North)_siteSet_1,15,15,Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Nyakach 11 (Kaimogool South)_siteSet_1,15,15,Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Nyakach 12 (Kaplelatet)_siteSet_1,15,15,Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Nyakach 14 (Koimoroon 1)_siteSet_1,15,15,Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Nyakach 19 (Pundo)_siteSet_1,15,15,Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Nyakach 2 (Aiyoo West)_siteSet_1,15,15,Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Nyakach 20 (Ramogi)_siteSet_1,15,15,Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Nyakach 9 (Kaimogool East)_siteSet_1,15,15,Deinotheriidae,
Protanancus brevirostris,Eastern Asia,"Dalanggou (Hongliugou Fm, Linxia Bs)_siteSet_1",15,"13,5",Gomphotheriidae,
Aphanobelodon zhaoi,Eastern Asia,Maerzuizigou_siteSet_1,15,"13,5",Gomphotheriidae,
Choerolophodon guangheensis,Eastern Asia,"Dalanggou (Hongliugou Fm, Linxia Bs)_siteSet_1",15,"13,5",Gomphotheriidae,
Protanancus tobieni,Eastern Asia,Tongxin-dingjiaergou_siteSet_1,15,"13,5",Gomphotheriidae,
Eubelodon morrilli,Northern America,Central Great Plains CP114C_siteSet_1,"14,8","12,5",Gomphotheriidae,
Miomastodon proavus,Northern America,Central Great Plains CP56_siteSet_1,"14,8","12,5",Mammutidae,
Eubelodon morrilli,Northern America,Central Great Plains CP87B_siteSet_1,"14,8","12,5",Gomphotheriidae,
Miomastodon proavus,Northern America,Northern Great Plains NP11_siteSet_1,"14,8","12,5",Mammutidae,
Megabelodon joraki,Northern America,Southern Great Basin SB32D_siteSet_1,"14,8","12,5",Gomphotheriidae,
Gomphotherium angustidens,Western Asia,Al Jadidah_siteSet_1,"14,2","12,85",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,Alhambra-Túneles_siteSet_1,"14,2","12,85",Gomphotheriidae,
Archaeobelodon filholi,Western Europe,Castelnau-d'Arbieu_siteSet_1,"14,2","12,85",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Castelnau-d'Arbieu_siteSet_1,"14,2","12,85",Gomphotheriidae,
Miomastodon proavus,Western Asia,Catakbagyaka_siteSet_1,"14,2","11,2",Mammutidae,
Zygolophodon turicensis,Eastern Europe,Devínská Nová Ves - Bonanza_siteSet_1,"14,2","12,85",Mammutidae,
Zygolophodon turicensis,Eastern Europe,Devínská Nová Ves - Fissures_siteSet_1,"14,2","12,85",Mammutidae,
Deinotherium giganteum,Eastern Europe,Devínská Nová Ves - Sandhill_siteSet_1,"14,2","11,2",Deinotheriidae,
Zygolophodon turicensis,Eastern Europe,Devínská Nová Ves - Sandhill_siteSet_1,"14,2","11,2",Mammutidae,
Protanancus macinnesi,Eastern Africa,Maboko_siteSet_2,"14,2","12,85",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Elgg_siteSet_1,"14,2","12,85",Mammutidae,
Gomphotherium angustidens,Western Europe,Haulies_siteSet_1,"14,2","12,85",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Haulies_siteSet_1,"14,2","12,85",Mammutidae,
Gomphotherium angustidens,Western Asia,Inönü I (Sinap 24A)_siteSet_1,"14,2","12,85",Gomphotheriidae,
Deinotherium giganteum,Western Europe,L'Isle-de-Nöé_siteSet_1,"14,2","12,85",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Laymont_siteSet_1,"14,2","12,85",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Lazarevac_siteSet_1,"14,2","12,85",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Lussan_siteSet_1,"14,2","12,85",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Marciac_siteSet_1,"14,2","12,85",Mammutidae,
Deinotherium giganteum,Western Europe,Miélan_siteSet_1,"14,2","12,85",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Miélan_siteSet_1,"14,2","12,85",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Miélan_siteSet_1,"14,2","12,85",Mammutidae,
Zygolophodon turicensis,Western Europe,Montesquiou-sur-L'Osse_siteSet_1,"14,2","12,85",Mammutidae,
Zygolophodon turicensis,Western Europe,Montpezat_siteSet_1,"14,2","12,85",Mammutidae,
Gomphotherium angustidens,Southern Europe,Paracuellos 2_siteSet_1,"14,2","12,85",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,Paracuellos 3_siteSet_1,"14,2","12,85",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,Paracuellos 5_siteSet_1,"14,2","12,85",Gomphotheriidae,
Deinotherium levius,Western Asia,Pasalar_siteSet_1,"14,2","12,85",Deinotheriidae,
Deinotherium giganteum,Western Europe,Ponsampère_siteSet_1,"14,2","12,85",Deinotheriidae,
Gomphotherium angustidens,Southern Europe,Prebreza_siteSet_1,"14,2","12,85",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Rajégats_siteSet_1,"14,2","11,2",Mammutidae,
Zygolophodon turicensis,Western Europe,Roquelaure_siteSet_1,"14,2","12,85",Mammutidae,
Prodeinotherium bavaricum,Western Europe,Castelnau-d'Arbieu_siteSet_1,"14,2","12,85",Deinotheriidae,
Prodeinotherium bavaricum,Eastern Europe,Devínská Nová Ves - Fissures_siteSet_1,"14,2","12,85",Deinotheriidae,
Prodeinotherium bavaricum,Eastern Europe,Devínská Nová Ves - Sandhill_siteSet_1,"14,2","11,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Laymont_siteSet_1,"14,2","12,85",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Lussan_siteSet_1,"14,2","12,85",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Sansan_siteSet_1,"14,2","12,85",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Simorre_siteSet_1,"14,2","11,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Thannhausen_siteSet_1,"14,2","12,85",Deinotheriidae,
Archaeobelodon filholi,Western Europe,Sansan_siteSet_1,"14,2","12,85",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Sansan_siteSet_1,"14,2","12,85",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Sansan_siteSet_1,"14,2","12,85",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Sansan_siteSet_1,"14,2","12,85",Mammutidae,
Gomphotherium angustidens,Western Europe,Simorre_siteSet_1,"14,2","11,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Simorre_siteSet_1,"14,2","11,2",Mammutidae,
Deinotherium giganteum,Western Europe,Stätzling_siteSet_1,"14,2","12,85",Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Kipsaramon 1_siteSet_2,"14,2","12,85",Deinotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Maboko_siteSet_2,"14,2","12,85",Deinotheriidae,
Platybelodon grangeri,Eastern Asia,Tairum Nor_siteSet_1,"14,2","12,85",Gomphotheriidae,
Platybelodon tongxinensis,Eastern Asia,Tongxin_siteSet_1,"14,2","12,85",Gomphotheriidae,
Gomphotherium subtapiroideum,Western Europe,Sandelzhausen_siteSet_1,14,"13,5",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Sandelzhausen_siteSet_1,14,"13,5",Mammutidae,
Protanancus macinnesi,Eastern Africa,Alengerr beds_siteSet_1,14,"12,4",Gomphotheriidae,
Choerolophodon ngorora,Eastern Africa,Fort Ternan 1 (Kapsibor)_siteSet_1,14,"13,9",Gomphotheriidae,
Choerolophodon ngorora,Eastern Africa,Fort Ternan 2 (Serek)_siteSet_1,14,"13,9",Gomphotheriidae,
Prodeinotherium hobleyi,Eastern Africa,Alengerr beds_siteSet_1,14,"12,4",Deinotheriidae,
Choerolophodon ngorora,Eastern Africa,Ngorora 3_siteSet_1,"13,82","11,63",Gomphotheriidae,
Afrochoerodon kisumuensis,Eastern Africa,Nyakach 11 (Kaimogool South)_siteSet_2,"13,82","11,63",Gomphotheriidae,
Gomphotherium productum,Northern America,Chesapeake Bay (Upper Calvert)_siteSet_1,"13,82","11,63",Gomphotheriidae,
Gomphotherium productum,Northern America,"Stratford Hall, Serravallian_siteSet_1","13,82","11,63",Gomphotheriidae,
