species,region,Site,maximum age,minimum age,family,Notes on earliest occurrences
Stegomastodon platensis,South America,Lajedo de Escada_siteSet_1,"0,126","0,01",Gomphotheriidae,
Stegomastodon platensis,South America,Lapa do Caetano_siteSet_1,"0,126","0,012",Gomphotheriidae,
Mammut americanum,Northern America,"Lapeer, SE of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Lawton_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Leech Farm_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Lehner Mammoth Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus columbi,Northern America,Lennon Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Lentz Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,LGO_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Lodi Township_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Lodi Township 2_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Lone Tree Point_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus primigenius,Northern America,Lost Chicken Creek (Purdy Collection)_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Lower Carp Lake_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Eastern Europe,"Lower part of Kolyma River, Aljoschka-Suite_siteSet_1","0,126","0,012",Elephantidae,
Mammuthus primigenius,Northern America,Lower Rampart Cave Unit C_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,LS_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Western Europe,"Maasvlakte, Fauna II_siteSet_1","0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Macomb County_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Macon, NE of_siteSet_1","0,126","0,012",Mammutidae,
Mammuthus primigenius,Eastern Europe,Maly Lyajovsky Island_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Manis Mastodon Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Marlette_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Massacre Rocks_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Maurer Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Mayfair_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Mayfair_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,McKay Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,MCZ_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Mead Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus columbi,Northern America,Medicine Hat Unit XIII_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Melbourne No. 2 Bed_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Melbourne No. 2 Bed_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus columbi,Northern America,Melbourne No. 2 Bed_siteSet_2,"0,126","0,0117",Elephantidae,
Loxodonta africana,Southern Africa,Melkbos_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus columbi,Northern America,Merrell_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus columbi,Northern America,Mesa de Maya_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Midland Country Club_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Midland Township_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Midland, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Milan, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Millet, NW of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Mississippi Lime and Material Company Plant No. 2_siteSet_1,"0,126","0,012",Mammutidae,
Stegomastodon platensis,South America,Monte Verde_siteSet_1,"0,126","0,012",Gomphotheriidae,
Mammut americanum,Northern America,Moore Pit_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Moore Pit_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Moose River Crossing_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Mosher Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Mount Pleasant, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Mt. Clemens, south_siteSet_1","0,126","0,012",Mammutidae,
Mammuthus primigenius,Northern America,Mud Lake_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus columbi,Northern America,Naco Mammoth_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,New Hudson_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Newcastle_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Nine Mile Bottom_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,NL_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Nye Sink_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Oakville_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Old Crow River Locality 44_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Northern America,Old Crow River Locality 44_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Old Kankakee Marsh_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Olivet, northeast of_siteSet_1","0,126","0,012",Mammutidae,
Mammuthus columbi,Central America,One Mile East of Arizpe_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus columbi,Central America,Orillas del Humuya_siteSet_1,"0,126","0,012",Elephantidae,
Stegomastodon platensis,South America,Osorno_siteSet_1,"0,126","0,012",Gomphotheriidae,
Mammut americanum,Northern America,Owosso_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Ozeltine Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Northern America,Paris mammoth_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Parker Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Pauline Cove, Herschell Island_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Paw Paw Lake, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Paw Paw River Bed_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Northern America,Payson mammoth_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Peace River 3A_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Peace River 3A_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Petersburg_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Pine Creek Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Pitt Farm_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Plainfield Heights Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Pleasant Lake Mastodon_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Pontiac_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Pontiac Township_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Port Huron_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Portage Creek_siteSet_1,"0,126","0,012",Mammutidae,
Stegomastodon platensis,South America,Poté_siteSet_1,"0,126","0,012",Gomphotheriidae,
Mammut americanum,Northern America,Potter Creek Cave_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Northern America,Potter Creek Cave_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Powers Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Prairie Dog Town Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Prairie Lake_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Prillwitz Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,PU 14725_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,PU 16343_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,PU 18001_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,PU 18002_siteSet_1,"0,126","0,012",Mammutidae,
Stegomastodon platensis,South America,Pubenza (Late Pleistocene)_siteSet_1,"0,126","0,012",Gomphotheriidae,
Stegomastodon platensis,South America,Pubenza (Late Pleistocene)_siteSet_2,"0,126","0,0117",Gomphotheriidae,
Mammut americanum,Northern America,Putnam Township_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Quesnel Forks_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus primigenius,Northern America,Quesnel Forks_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Quincy_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Rappuhn Farm_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Ray Road Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Rice Creek_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Richfield Township_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Riverdale_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Rock Springs (Pleistocene)_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Rogers Corners_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Root State Prison Farm_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Ross_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Ruskovic Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Sabertooth Cave_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Saginaw, NW of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Saint Charles, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Sakstrup Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Saline_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Saline, south of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Saline, SW of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Saline, W of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Saltville_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Saltville_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus primigenius,Northern America,Saltville_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus primigenius,Northern America,San Pedro Bay_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Sandia Cave Unit X (Bliss-Hibben Collection)_siteSet_1,"0,126","0,01",Mammutidae,
Mammut americanum,Northern America,Sanilac County_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Central America,Santa Isabel Iztapan_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus primigenius,Northern America,Schaefer_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Scio Farms Estates Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Sebewaing, island near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Seminole Field_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Seneca_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Seneca Township_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Shaffer Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Eastern Europe,"Shandrin River, Indigirka River_siteSet_1","0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Shattuck Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Shaw Farm Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Sheathelm Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Shelton_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Sherman Lake, west end_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Shiawasee River_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Shine Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Shorts Creek_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus columbi,Northern America,Silver Creek Junction_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Site 23786_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Smith Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Smith Site_siteSet_2,"0,126","0,0117",Mammutidae,
Mammut americanum,Northern America,Snow_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"St. Claire, north of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"St. Louis, 3 mi SE_siteSet_1","0,126","0,012",Mammutidae,
Mammuthus primigenius,Northern America,Standard Gravel Company Pit_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,"Stanton, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Strait Canyon_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Sweeny Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Taylor Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Tecumseh, NE of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Tecumseh, Pleistocene_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Terre Coupe_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Thaller Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,The First American Bank Site General Cave Area (including dump)_siteSet_1,"0,126","0,01",Mammutidae,
Stegomastodon platensis,South America,Toca dos Ossos_siteSet_1,"0,126","0,01",Gomphotheriidae,
Mammut americanum,Northern America,Tranquil Estates_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Troy_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Tyrone_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Tyrone Township_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,"UCMP 524, Rodeo Oyster Bed_siteSet_1","0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Unnamed Cave_siteSet_1,"0,126","0,01",Mammutidae,
Mammut americanum,Northern America,USNM 20562_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Van Buren County_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Van Neste Farm Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Van Sickle Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Vanagon Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Vanmiddlesworth Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Central America,Ventoquipa_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Central America,Ventoquipa_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Vermontville Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Vero_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Vero_siteSet_1,"0,126","0,012",Elephantidae,
Palaeoloxodon antiquus,Northern Europe,Victoria Cave_siteSet_1,"0,126","0,1",Elephantidae,
Mammut americanum,Northern America,Vreeland Farm_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Waccasassa River VI_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Warren_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Warren Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,"Watervliet, near_siteSet_1","0,126","0,012",Elephantidae,
Mammut americanum,Northern America,"Watervliet, SE of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Wayne County_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,WCC_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,West Palm Beach Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,West Palm Beach Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus primigenius,Northern America,Western shore of Baldwin Peninsula_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,"Weston, S of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"White Cloud, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Williamsburg 74_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Willis Farm Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Winn_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Withlacoochee River VIIA_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,WJD_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Zeller Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Western Europe,"Zemst sluice excavation, Brussells-Rupel canal_siteSet_1","0,126","0,012",Elephantidae,
Palaeoloxodon tiliensis,Southern Europe,Charkadio Cave_siteSet_1,"0,126","0,012",Elephantidae,
Palaeoloxodon lomolinoi,Southern Europe,Trypiti River-Naxos_siteSet_1,"0,126","0,012",Elephantidae,
Palaeoloxodon naumanni,Eastern Asia,Penghu Channel_siteSet_1,"0,126","0,0117",Elephantidae,
Palaeoloxodon naumanni,Eastern Asia,"Shiriya, Locality 3-1_siteSet_1","0,126","0,0117",Elephantidae,
Palaeoloxodon naumanni,Eastern Asia,"Shiriya, Locality 3-2_siteSet_1","0,126","0,0117",Elephantidae,
Loxodonta africana,Southern Africa,Byeneskranskop Cave_siteSet_1,"0,125","0,035",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,Kalamakia_siteSet_1,"0,1","0,039",Elephantidae,
Elephas maximus,South-Eastern Asia,Punung_siteSet_1,"0,08","0,06",Elephantidae,
Loxodonta africana,Southern Africa,Die Kelders 1_siteSet_1,"0,074","0,056",Elephantidae,
Loxodonta africana,Southern Africa,Boomplas Cave_siteSet_1,"0,04","0,04",Elephantidae,
